,Область,Год,Население,Unnamed: 0,index,ranks
131,Жетісу,2035,691260,621.1,673.2,139
130,Жетісу,2035,691322,621.0,671.0,140
350,ЗКО,2035,704896,648.0,664.0,351
351,ЗКО,2035,705231,648.1,666.0,352
352,ЗКО,2035,705567,648.2,668.0,353
353,ЗКО,2035,705903,648.3,670.0,354
354,ЗКО,2035,706239,648.4,672.0,355
355,ЗКО,2035,706575,648.5,674.0,356
356,ЗКО,2035,706911,648.6,676.0,357
357,ЗКО,2035,707247,648.7,678.0,358
358,ЗКО,2035,707583,648.8,680.0,359
359,ЗКО,2035,707919,648.9,682.0,360
359,Карагандинская,2035,1270061,675.9,687.6,351
358,Карагандинская,2035,1270349,675.8,684.2,352
357,Карагандинская,2035,1270637,675.7,680.8,353
356,Карагандинская,2035,1270925,675.6,677.4,354
355,Карагандинская,2035,1271214,675.5,674.0,355
354,Карагандинская,2035,1271502,675.4,670.6,356
353,Карагандинская,2035,1271790,675.3,667.2,357
352,Карагандинская,2035,1272078,675.2,663.8,358
351,Карагандинская,2035,1272366,675.1,660.4,359
350,Карагандинская,2035,1272655,675.0,657.0,360
359,Костанайская,2035,786138,702.9,677.8,351
358,Костанайская,2035,786572,702.8,675.6,352
357,Костанайская,2035,787006,702.7,673.4,353
356,Костанайская,2035,787440,702.6,671.2,354
355,Костанайская,2035,787874,702.5,669.0,355
354,Костанайская,2035,788307,702.4,666.8,356
353,Костанайская,2035,788741,702.3,664.6,357
352,Костанайская,2035,789175,702.2,662.4,358
351,Костанайская,2035,789609,702.1,660.2,359
350,Костанайская,2035,790043,702.0,658.0,360
350,Кызылординская,2035,977795,729.0,653.0,351
351,Кызылординская,2035,978961,729.1,656.3,352
352,Кызылординская,2035,980128,729.2,659.6,353
353,Кызылординская,2035,981294,729.3,662.9,354
354,Кызылординская,2035,982461,729.4,666.2,355
355,Кызылординская,2035,983627,729.5,669.5,356
356,Кызылординская,2035,984794,729.6,672.8,357
357,Кызылординская,2035,985960,729.7,676.1,358
358,Кызылординская,2035,987127,729.8,679.4,359
359,Кызылординская,2035,988293,729.9,682.7,360
350,Мангистауская,2035,1022598,756.0,672.0,351
351,Мангистауская,2035,1024725,756.1,673.8,352
352,Мангистауская,2035,1026853,756.2,675.6,353
353,Мангистауская,2035,1028981,756.3,677.4,354
354,Мангистауская,2035,1031108,756.4,679.2,355
355,Мангистауская,2035,1033236,756.5,681.0,356
356,Мангистауская,2035,1035364,756.6,682.8,357
357,Мангистауская,2035,1037491,756.7,684.6,358
358,Мангистауская,2035,1039619,756.8,686.4,359
359,Мангистауская,2035,1041747,756.9,688.2,360
359,Павлодарская,2035,747097,783.9,676.3,351
358,Павлодарская,2035,747121,783.8,675.6,352
357,Павлодарская,2035,747145,783.7,674.9,353
356,Павлодарская,2035,747169,783.6,674.2,354
355,Павлодарская,2035,747193,783.5,673.5,355
354,Павлодарская,2035,747217,783.4,672.8,356
353,Павлодарская,2035,747241,783.3,672.1,357
352,Павлодарская,2035,747265,783.2,671.4,358
351,Павлодарская,2035,747289,783.1,670.7,359
350,Павлодарская,2035,747313,783.0,670.0,360
350,Республика Казахстан ,2035,21965558,810.0,663.0,351
351,Республика Казахстан ,2035,21987856,810.1,664.5,352
352,Республика Казахстан ,2035,22010155,810.2,666.0,353
353,Республика Казахстан ,2035,22032454,810.3,667.5,354
354,Республика Казахстан ,2035,22054753,810.4,669.0,355
355,Республика Казахстан ,2035,22077052,810.5,670.5,356
356,Республика Казахстан ,2035,22099350,810.6,672.0,357
357,Республика Казахстан ,2035,22121649,810.7,673.5,358
358,Республика Казахстан ,2035,22143948,810.8,675.0,359
359,Республика Казахстан ,2035,22166247,810.9,676.5,360
359,СКО,2035,412771,837.9,682.1,351
358,СКО,2035,413574,837.8,679.2,352
357,СКО,2035,414377,837.7,676.3,353
356,СКО,2035,415181,837.6,673.4,354
355,СКО,2035,415984,837.5,670.5,355
354,СКО,2035,416787,837.4,667.6,356
353,СКО,2035,417591,837.3,664.7,357
352,СКО,2035,418394,837.2,661.8,358
351,СКО,2035,419197,837.1,658.9,359
350,СКО,2035,420001,837.0,656.0,360
350,Туркестанская,2035,2315588,864.0,655.0,351
351,Туркестанская,2035,2315718,864.1,657.7,352
352,Туркестанская,2035,2315848,864.2,660.4,353
353,Туркестанская,2035,2315978,864.3,663.1,354
354,Туркестанская,2035,2316109,864.4,665.8,355
355,Туркестанская,2035,2316239,864.5,668.5,356
356,Туркестанская,2035,2316369,864.6,671.2,357
357,Туркестанская,2035,2316500,864.7,673.9,358
358,Туркестанская,2035,2316630,864.8,676.6,359
359,Туркестанская,2035,2316760,864.9,679.3,360
180,Шымкент,2035,1758542,945.0,659.0,181
181,Шымкент,2035,1763274,945.1,661.4,182
182,Шымкент,2035,1768007,945.2,663.8,183
183,Шымкент,2035,1772739,945.3,666.2,184
184,Шымкент,2035,1777472,945.4,668.6,185
185,Шымкент,2035,1782205,945.5,671.0,186
186,Шымкент,2035,1786937,945.6,673.4,187
187,Шымкент,2035,1791670,945.7,675.8,188
188,Шымкент,2035,1796402,945.8,678.2,189
189,Шымкент,2035,1801135,945.9,680.6,190
139,Ұлытау,2035,198328,972.9,685.9,131
138,Ұлытау,2035,198503,972.8,683.8,132
137,Ұлытау,2035,198678,972.7,681.7,133
136,Ұлытау,2035,198853,972.6,679.6,134
135,Ұлытау,2035,199028,972.5,677.5,135
134,Ұлытау,2035,199203,972.4,675.4,136
133,Ұлытау,2035,199378,972.3,673.3,137
132,Ұлытау,2035,199554,972.2,671.2,138
131,Ұлытау,2035,199729,972.1,669.1,139
130,Ұлытау,2035,199904,972.0,667.0,140
149,Абай,2036,609305,433.9,693.6,141
148,Абай,2036,609324,433.8,692.2,142
147,Абай,2036,609342,433.7,690.8,143
146,Абай,2036,609361,433.6,689.4,144
145,Абай,2036,609380,433.5,688.0,145
144,Абай,2036,609398,433.4,686.6,146
143,Абай,2036,609417,433.3,685.2,147
142,Абай,2036,609435,433.2,683.8,148
141,Абай,2036,609454,433.1,682.4,149
140,Абай,2036,609472,433.0,681.0,150
369,Акмолинская,2036,735663,460.9,699.2,361
368,Акмолинская,2036,735713,460.8,698.4,362
367,Акмолинская,2036,735764,460.7,697.6,363
366,Акмолинская,2036,735814,460.6,696.8,364
365,Акмолинская,2036,735865,460.5,696.0,365
364,Акмолинская,2036,735915,460.4,695.2,366
363,Акмолинская,2036,735965,460.3,694.4,367
362,Акмолинская,2036,736016,460.2,693.6,368
